tool_slug,captured_on,verdict,freshness,days_since_push,recent_commits,release_gap_days,issue_response_hours,contributors_90d,stars,open_issues,archived,reasons,captured_at
kong,2026-08-05,maintained,100,0,14,49,,7,43919,75,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""14 commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released 3.9.3 49 days ago; 2 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""7 people committed in the last 90 days."",""effect"":2},{""fact"":""capped at 100"",""detail"":""The signals totalled 106; 100 is the ceiling."",""effect"":-6}]",2026-08-05T06:16:34.203694+00:00
kratos,2026-08-05,maintained,100,3,6,39,,2,25845,16,false,"[{""fact"":""last commit"",""detail"":""Pushed 3 days ago."",""effect"":0},{""fact"":""commit volume"",""detail"":""6 commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v3.0.0 39 days ago; 4 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""2 people committed in the last 90 days."",""effect"":2},{""fact"":""capped at 100"",""detail"":""The signals totalled 106; 100 is the ceiling."",""effect"":-6}]",2026-08-05T06:16:34.203694+00:00
kubeshark,2026-08-05,maintained,96,0,15,77,32.7,3,12030,139,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""15 commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Last release 77 days ago against a 14-day cadence — over three times its own gap."",""effect"":-12},{""fact"":""issue response"",""detail"":""Maintainers reply to new issues in about 33 hours."",""effect"":6},{""fact"":""maintainers"",""detail"":""3 people committed in the last 90 days."",""effect"":2}]",2026-08-05T06:16:34.203694+00:00
langchain,2026-08-05,maintained,100,0,100,5,,11,143446,380,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released langchain-core==1.5.3 5 days ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""11 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 109; 100 is the ceiling."",""effect"":-9}]",2026-08-05T06:16:34.203694+00:00
langgraph,2026-08-05,maintained,100,0,100,5,,15,38910,425,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released checkpointsqlite==3.1.1 5 days ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""15 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 109; 100 is the ceiling."",""effect"":-9}]",2026-08-05T06:16:34.203694+00:00
last30days-skill,2026-08-05,maintained,100,2,100,7,,16,57278,66,false,"[{""fact"":""last commit"",""detail"":""Pushed 2 days ago."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v3.18.4 7 days ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""16 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 109; 100 is the ceiling."",""effect"":-9}]",2026-08-05T06:16:34.203694+00:00
learn-claude-code,2026-08-05,maintained,100,7,91,,,17,73251,32,false,"[{""fact"":""last commit"",""detail"":""Pushed 7 days ago."",""effect"":0},{""fact"":""commit volume"",""detail"":""91 commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""No tagged releases. Version history has to be read from commits, so there is no cadence to score."",""effect"":-2},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""17 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 103; 100 is the ceiling."",""effect"":-3}]",2026-08-05T06:16:34.203694+00:00
letta,2026-08-05,maintained,96,3,6,82,0.1,2,24095,26,false,"[{""fact"":""last commit"",""detail"":""Pushed 3 days ago."",""effect"":0},{""fact"":""commit volume"",""detail"":""6 commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Last release 82 days ago against a 6-day cadence — over three times its own gap."",""effect"":-12},{""fact"":""issue response"",""detail"":""Maintainers reply to new issues in about under an hour."",""effect"":6},{""fact"":""maintainers"",""detail"":""2 people committed in the last 90 days."",""effect"":2}]",2026-08-05T06:16:34.203694+00:00
librechat,2026-08-05,maintained,100,0,100,41,,8,41676,334,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v0.8.7 41 days ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""8 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 109; 100 is the ceiling."",""effect"":-9}]",2026-08-05T06:16:34.203694+00:00
litellm,2026-08-05,maintained,100,0,100,1,,11,55577,1647,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v1.95.0 1 day ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""11 people committed in the last 90 days."",""effect"":5},{""fact"":""license"",""detail"":""No license file — legally unsafe to depend on regardless of activity."",""effect"":-6},{""fact"":""capped at 100"",""detail"":""The signals totalled 103; 100 is the ceiling."",""effect"":-3}]",2026-08-05T06:16:34.203694+00:00
livekit-agents,2026-08-05,maintained,100,0,100,1,,45,12521,215,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released livekit-agents@1.6.8 1 day ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""45 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 109; 100 is the ceiling."",""effect"":-9}]",2026-08-05T06:16:34.203694+00:00
lobehub,2026-08-05,maintained,100,0,100,0,0.2,15,81274,248,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v2.2.14-canary.25 0 days ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Maintainers reply to new issues in about under an hour."",""effect"":6},{""fact"":""maintainers"",""detail"":""15 people committed in the last 90 days."",""effect"":5},{""fact"":""license"",""detail"":""No license file — legally unsafe to depend on regardless of activity."",""effect"":-6},{""fact"":""capped at 100"",""detail"":""The signals totalled 109; 100 is the ceiling."",""effect"":-9}]",2026-08-05T06:16:34.203694+00:00
localai,2026-08-05,maintained,100,0,100,21,1.7,9,48240,91,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v4.7.1 21 days ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Maintainers reply to new issues in about about an hour."",""effect"":6},{""fact"":""maintainers"",""detail"":""9 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 115; 100 is the ceiling."",""effect"":-15}]",2026-08-05T06:16:34.203694+00:00
loop-engineering,2026-08-05,maintained,100,0,100,15,,15,9863,11,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v1.6.0 15 days ago; 2 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""15 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 109; 100 is the ceiling."",""effect"":-9}]",2026-08-05T06:16:34.203694+00:00
mastra,2026-08-05,maintained,100,0,100,4,,45,26929,333,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released @mastra/core@1.55.0 4 days ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""45 people committed in the last 90 days."",""effect"":5},{""fact"":""license"",""detail"":""No license file — legally unsafe to depend on regardless of activity."",""effect"":-6},{""fact"":""capped at 100"",""detail"":""The signals totalled 103; 100 is the ceiling."",""effect"":-3}]",2026-08-05T06:16:34.203694+00:00
maxkb,2026-08-05,maintained,100,0,100,19,,12,22401,27,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v2.10.4-lts 19 days ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""12 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 109; 100 is the ceiling."",""effect"":-9}]",2026-08-05T06:16:34.203694+00:00
mcp-agent,2026-08-05,dead,12,191,0,452,,0,8493,76,false,"[{""fact"":""last commit"",""detail"":""No push in 191 days. That is longer than a quarter."",""effect"":-68},{""fact"":""commit volume"",""detail"":""No commits at all in the last 12 weeks — the recency band above already carries the silence."",""effect"":0},{""fact"":""releases"",""detail"":""Last release 452 days ago against a 9-day cadence — over three times its own gap."",""effect"":-12},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""Nobody has committed in the last 90 days."",""effect"":-8}]",2026-08-05T06:16:34.203694+00:00
mcp-servers,2026-08-05,maintained,100,0,61,26,,15,89223,237,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""61 commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released 2026.7.10 26 days ago; 8 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""15 people committed in the last 90 days."",""effect"":5},{""fact"":""license"",""detail"":""No license file — legally unsafe to depend on regardless of activity."",""effect"":-6},{""fact"":""capped at 100"",""detail"":""The signals totalled 103; 100 is the ceiling."",""effect"":-3}]",2026-08-05T06:16:34.203694+00:00
mcp-toolbox,2026-08-05,maintained,100,0,100,8,,26,16124,131,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v1.8.0 8 days ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""26 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 109; 100 is the ceiling."",""effect"":-9}]",2026-08-05T06:16:34.203694+00:00
mcp-use,2026-08-05,maintained,100,0,100,0,,5,10449,47,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released mcp-use@2.0.1-canary.4 0 days ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""5 people committed in the last 90 days."",""effect"":2},{""fact"":""capped at 100"",""detail"":""The signals totalled 106; 100 is the ceiling."",""effect"":-6}]",2026-08-05T06:16:34.203694+00:00
mem0,2026-08-05,maintained,100,0,100,0,,36,62552,231,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released cli-node-v0.2.12 0 days ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""maintainers"",""detail"":""36 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 109; 100 is the ceiling."",""effect"":-9}]",2026-08-05T06:16:34.203694+00:00
